legislation_id,congress,legislation_type,legislation_number,matched_keywords,category
108_h.r.4341,108,hr,hr4341,prc,bill
108_h.r.4754,108,hr,hr4754,china|people's republic of china,bill
108_h.r.4818,108,hr,hr4818,china|prc|people's republic of china,bill
108_h.r.4986,108,hr,hr4986,china|chinese|prc|people's republic of china,bill
108_h.r.5026,108,hr,hr5026,china|chinese|prc|people's republic of china,bill
108_h.r.5193,108,hr,hr5193,china,bill
108_h.r.5291,108,hr,hr5291,china,bill
108_h.r.5390,108,hr,hr5390,china,bill
108_h.r.5411,108,hr,hr5411,china,bill
108_h.res.157,108,hres,hres157,china|chinese|people's republic of china,simple_res
108_h.res.199,108,hres,hres199,china|people's republic of china,simple_res
108_h.res.277,108,hres,hres277,china|people's republic of china|national people's congress,simple_res
108_h.res.304,108,hres,hres304,china|people's republic of china,simple_res
108_h.res.328,108,hres,hres328,china,simple_res
108_h.res.359,108,hres,hres359,china,simple_res
108_h.res.414,108,hres,hres414,china|chinese|people's republic of china,simple_res
108_h.res.477,108,hres,hres477,china|people's republic of china,simple_res
108_h.res.530,108,hres,hres530,china|people's republic of china,simple_res
108_h.res.576,108,hres,hres576,china|chinese|people's republic of china,simple_res
108_h.res.655,108,hres,hres655,china|chinese|people's republic of china|beijing,simple_res
108_h.res.667,108,hres,hres667,china|people's republic of china,simple_res
108_h.res.697,108,hres,hres697,china|chinese|prc|people's republic of china,simple_res
108_h.res.862,108,hres,hres862,china|prc|people's republic of china,simple_res
108_s.747,108,s,s747,china,bill
108_s.925,108,s,s925,chinese,bill
108_s.1025,108,s,s1025,china,bill
108_s.1285,108,s,s1285,prc,bill
108_s.1426,108,s,s1426,china,bill
108_s.1585,108,s,s1585,china|people's republic of china,bill
108_s.1586,108,s,s1586,china|chinese|prc|people's republic of china,bill
108_s.1589,108,s,s1589,china,bill
108_s.1592,108,s,s1592,china,bill
108_s.1758,108,s,s1758,china|people's republic of china,bill
108_s.2144,108,s,s2144,chinese,bill
108_s.2205,108,s,s2205,china|people's republic of china,bill
108_s.2229,108,s,s2229,china,bill
108_s.2299,108,s,s2299,chinese,bill
108_s.2468,108,s,s2468,prc,bill
108_s.2717,108,s,s2717,china,bill
108_s.2809,108,s,s2809,china|people's republic of china,bill
108_s.2812,108,s,s2812,china|prc|people's republic of china,bill
108_s.3016,108,s,s3016,china,bill
108_s.amdt.166,108,samdt,samdt166,china,amendment
108_s.amdt.1185,108,samdt,samdt1185,china,amendment
108_s.j.res.14,108,sjres,sjres14,china|prc|people's republic of china,joint_res
108_s.j.res.33,108,sjres,sjres33,china|people's republic of china|national people's congress,joint_res
108_s.res.184,108,sres,sres184,china|prc|people's republic of china,simple_res
108_s.res.212,108,sres,sres212,china,simple_res
108_s.res.219,108,sres,sres219,china|people's republic of china,simple_res
108_s.res.230,108,sres,sres230,china|chinese|people's republic of china|hu jintao,simple_res
108_s.res.262,108,sres,sres262,china|people's republic of china,simple_res
108_s.res.282,108,sres,sres282,china,simple_res
108_s.res.365,108,sres,sres365,china|people's republic of china,simple_res
108_s.res.431,108,sres,sres431,china,simple_res
108_s.res.483,108,sres,sres483,china|people's republic of china,simple_res
109_h.amdt.465,109,hamdt,hamdt465,china|people's republic of china,amendment
109_h.amdt.470,109,hamdt,hamdt470,shanghai,amendment
109_h.amdt.479,109,hamdt,hamdt479,china|chinese|people's republic of china,amendment
109_h.amdt.770,109,hamdt,hamdt770,china|chinese,amendment
109_h.amdt.1116,109,hamdt,hamdt1116,china,amendment
109_h.con.res.33,109,hconres,hconres33,china|people's republic of china,concurrent_res
109_h.con.res.69,109,hconres,hconres69,china,concurrent_res
109_h.con.res.70,109,hconres,hconres70,china|prc,concurrent_res
109_h.con.res.76,109,hconres,hconres76,china|prc|people's republic of china,concurrent_res
109_h.con.res.83,109,hconres,hconres83,china|prc|people's republic of china,concurrent_res
109_h.con.res.98,109,hconres,hconres98,china|chinese|prc|people's republic of china|national people's congress,concurrent_res
109_h.con.res.141,109,hconres,hconres141,china|people's republic of china,concurrent_res
109_h.con.res.168,109,hconres,hconres168,china|prc|people's republic of china,concurrent_res
109_h.con.res.203,109,hconres,hconres203,china|prc|people's republic of china,concurrent_res
109_h.con.res.219,109,hconres,hconres219,china|prc|people's republic of china,concurrent_res
109_h.con.res.237,109,hconres,hconres237,china,concurrent_res
109_h.con.res.265,109,hconres,hconres265,china|chinese,concurrent_res
109_h.con.res.294,109,hconres,hconres294,china|chinese|prc|people's republic of china,concurrent_res
109_h.con.res.303,109,hconres,hconres303,china|prc|people's republic of china,concurrent_res
109_h.con.res.341,109,hconres,hconres341,china|people's republic of china,concurrent_res
109_h.con.res.365,109,hconres,hconres365,china|chinese|prc|hu jintao,concurrent_res
109_h.con.res.380,109,hconres,hconres380,china|people's republic of china,concurrent_res
109_h.con.res.492,109,hconres,hconres492,china,concurrent_res
109_h.r.22,109,hr,hr22,prc,bill
109_h.r.164,109,hr,hr164,china|people's republic of china,bill
109_h.r.282,109,hr,hr282,china,bill
109_h.r.609,109,hr,hr609,china|chinese,bill
109_h.r.728,109,hr,hr728,china|people's republic of china,bill
109_h.r.1450,109,hr,hr1450,china|prc|people's republic of china,bill
109_h.r.1453,109,hr,hr1453,china,bill
109_h.r.1498,109,hr,hr1498,china|chinese|prc|people's republic of china,bill
109_h.r.1575,109,hr,hr1575,china|prc|people's republic of china,bill
109_h.r.1943,109,hr,hr1943,china,bill
109_h.r.2208,109,hr,hr2208,china|prc|people's republic of china,bill
109_h.r.2414,109,hr,hr2414,china|chinese|prc|people's republic of china,bill
109_h.r.2601,109,hr,hr2601,china|chinese|prc|people's republic of china|shanghai,bill
109_h.r.3004,109,hr,hr3004,china|people's republic of china,bill
109_h.r.3100,109,hr,hr3100,china|prc|people's republic of china,bill
109_h.r.3113,109,hr,hr3113,china,bill
109_h.r.3271,109,hr,hr3271,china|people's republic of china,bill
109_h.r.3283,109,hr,hr3283,china|prc|people's republic of china,bill
109_h.r.3306,109,hr,hr3306,china|prc|people's republic of china,bill
109_h.r.4062,109,hr,hr4062,china,bill
109_h.r.4733,109,hr,hr4733,china|prc|people's republic of china,bill
109_h.r.4780,109,hr,hr4780,china,bill
109_h.r.4808,109,hr,hr4808,china|chinese|prc|people's republic of china,bill
109_h.r.5043,109,hr,hr5043,china|chinese|prc|people's republic of china,bill
109_h.r.5070,109,hr,hr5070,china,bill
109_h.r.5199,109,hr,hr5199,china|chinese|prc|people's republic of china,bill
109_h.r.5384,109,hr,hr5384,china,bill
109_h.r.5502,109,hr,hr5502,chinese,bill
109_h.r.5522,109,hr,hr5522,china|prc|people's republic of china,bill
109_h.r.5672,109,hr,hr5672,china,bill
109_h.r.5682,109,hr,hr5682,china|people's republic of china,bill
109_h.r.5921,109,hr,hr5921,china,bill
109_h.r.6407,109,hr,hr6407,prc,bill
109_h.res.43,109,hres,hres43,china|prc|people's republic of china,simple_res
109_h.res.57,109,hres,hres57,china|prc|people's republic of china,simple_res
109_h.res.344,109,hres,hres344,china|chinese,simple_res
109_h.res.377,109,hres,hres377,china|prc|people's republic of china,simple_res
109_h.res.550,109,hres,hres550,china,simple_res
109_h.res.569,109,hres,hres569,china,simple_res
109_h.res.608,109,hres,hres608,china|prc|people's republic of china,simple_res
109_h.res.723,109,hres,hres723,china|prc|people's republic of china,simple_res
109_h.res.794,109,hres,hres794,china|chinese|prc|people's republic of china|beijing,simple_res
109_h.res.804,109,hres,hres804,china|prc|people's republic of china,simple_res
109_h.res.992,109,hres,hres992,people's liberation army,simple_res
109_h.res.1048,109,hres,hres1048,china,simple_res
109_h.res.1069,109,hres,hres1069,chinese,simple_res
109_h.res.1110,109,hres,hres1110,china|prc|people's republic of china,simple_res
109_s.14,109,s,s14,china|people's republic of china,bill
109_s.41,109,s,s41,china,bill
109_s.46,109,s,s46,china|people's republic of china,bill
109_s.295,109,s,s295,china|chinese|prc|people's republic of china,bill
109_s.333,109,s,s333,china,bill
109_s.377,109,s,s377,china,bill
109_s.662,109,s,s662,prc,bill
109_s.920,109,s,s920,china,bill
109_s.984,109,s,s984,china|prc|people's republic of china,bill
109_s.1042,109,s,s1042,china|people's republic of china,bill
109_s.1043,109,s,s1043,china|people's republic of china,bill
109_s.1117,109,s,s1117,china|chinese|prc|people's republic of china,bill
109_s.1412,109,s,s1412,china,bill
109_s.1421,109,s,s1421,china|prc|people's republic of china,bill
109_s.1821,109,s,s1821,china,bill
109_s.2267,109,s,s2267,china|prc|people's republic of china,bill
109_s.2317,109,s,s2317,china,bill
109_s.2435,109,s,s2435,china,bill
109_s.2749,109,s,s2749,china,bill
109_s.3843,109,s,s3843,china,bill
109_s.3992,109,s,s3992,china|prc|people's republic of china,bill
109_s.4052,109,s,s4052,china,bill
109_s.amdt.283,109,samdt,samdt283,china,amendment
109_s.amdt.309,109,samdt,samdt309,china|people's republic of china,amendment
109_s.amdt.1312,109,samdt,samdt1312,china,amendment
109_s.amdt.1476,109,samdt,samdt1476,china,amendment
109_s.amdt.2535,109,samdt,samdt2535,china,amendment
109_s.con.res.21,109,sconres,sconres21,china|chinese|prc|people's republic of china|national people's congress,concurrent_res
109_s.con.res.24,109,sconres,sconres24,china|prc|people's republic of china|national people's congress,concurrent_res
109_s.con.res.28,109,sconres,sconres28,china,concurrent_res
109_s.con.res.56,109,sconres,sconres56,china|chinese,concurrent_res
109_s.con.res.76,109,sconres,sconres76,china,concurrent_res
109_s.con.res.78,109,sconres,sconres78,china|people's republic of china,concurrent_res
109_s.con.res.87,109,sconres,sconres87,china|people's republic of china,concurrent_res
109_s.con.res.88,109,sconres,sconres88,china|chinese|prc|hu jintao,concurrent_res
109_s.res.55,109,sres,sres55,china,simple_res
109_s.res.59,109,sres,sres59,china|prc|people's republic of china,simple_res
109_s.res.91,109,sres,sres91,china|prc|people's republic of china,simple_res
109_s.res.142,109,sres,sres142,china|people's republic of china,simple_res
109_s.res.220,109,sres,sres220,china|chinese|prc|people's republic of china|national people's congress,simple_res
109_s.res.270,109,sres,sres270,china|chinese|prc|people's republic of china,simple_res
109_s.res.351,109,sres,sres351,china,simple_res
109_s.res.424,109,sres,sres424,china,simple_res
109_s.res.440,109,sres,sres440,china,simple_res
109_s.res.441,109,sres,sres441,china,simple_res
109_s.res.451,109,sres,sres451,china,simple_res
109_s.res.559,109,sres,sres559,china,simple_res
110_h.amdt.643,110,hamdt,hamdt643,china,amendment
110_h.con.res.73,110,hconres,hconres73,china,concurrent_res
110_h.con.res.160,110,hconres,hconres160,china|chinese|prc|people's republic of china,concurrent_res
110_h.con.res.170,110,hconres,hconres170,china,concurrent_res
110_h.con.res.200,110,hconres,hconres200,china|prc|people's republic of china,concurrent_res
110_h.con.res.220,110,hconres,hconres220,china|prc|people's republic of china,concurrent_res
110_h.con.res.234,110,hconres,hconres234,china|prc|people's republic of china,concurrent_res
110_h.con.res.278,110,hconres,hconres278,china,concurrent_res
110_h.con.res.317,110,hconres,hconres317,china,concurrent_res
110_h.r.275,110,hr,hr275,china,bill
110_h.r.321,110,hr,hr321,china|people's republic of china,bill
110_h.r.388,110,hr,hr388,china|chinese|prc|people's republic of china,bill
110_h.r.540,110,hr,hr540,china,bill
110_h.r.571,110,hr,hr571,china|people's republic of china,bill
110_h.r.782,110,hr,hr782,china|people's republic of china,bill
110_h.r.1002,110,hr,hr1002,china|prc|people's republic of china,bill
110_h.r.1229,110,hr,hr1229,china|prc|people's republic of china,bill
110_h.r.1278,110,hr,hr1278,china,bill
110_h.r.1400,110,hr,hr1400,china,bill
110_h.r.1460,110,hr,hr1460,china,bill
110_h.r.1958,110,hr,hr1958,china|prc|people's republic of china,bill
110_h.r.2420,110,hr,hr2420,china,bill
110_h.r.2950,110,hr,hr2950,china,bill
110_h.r.3093,110,hr,hr3093,china,bill
110_h.r.3155,110,hr,hr3155,china,bill
110_h.r.3161,110,hr,hr3161,china|prc|people's republic of china,bill
110_h.r.3220,110,hr,hr3220,china,bill
110_h.r.3272,110,hr,hr3272,china|chinese|prc|people's republic of china|beijing,bill
110_h.r.3273,110,hr,hr3273,china|chinese|prc|people's republic of china,bill
110_h.r.3274,110,hr,hr3274,china|chinese,bill
110_h.r.3275,110,hr,hr3275,china|chinese,bill
110_h.r.3745,110,hr,hr3745,chinese,bill
110_h.r.3905,110,hr,hr3905,china|people's republic of china,bill
110_h.r.5658,110,hr,hr5658,china,bill
110_h.r.5668,110,hr,hr5668,china|chinese|people's republic of china|beijing,bill
110_h.r.5697,110,hr,hr5697,china|people's republic of china,bill
110_h.r.5777,110,hr,hr5777,china|chinese|prc|people's republic of china,bill
110_h.r.5916,110,hr,hr5916,china,bill
110_h.r.5959,110,hr,hr5959,china,bill
110_h.r.5960,110,hr,hr5960,china|chinese|prc|people's republic of china,bill
110_h.r.6003,110,hr,hr6003,china,bill
110_h.r.6530,110,hr,hr6530,china|chinese,bill
110_h.r.7059,110,hr,hr7059,china,bill
110_h.r.7183,110,hr,hr7183,china,bill
110_h.res.211,110,hres,hres211,china|prc|people's republic of china,simple_res
110_h.res.422,110,hres,hres422,china|prc|people's republic of china,simple_res
110_h.res.497,110,hres,hres497,china|prc|people's republic of china,simple_res
110_h.res.548,110,hres,hres548,china,simple_res
110_h.res.552,110,hres,hres552,china|chinese|people's republic of china,simple_res
110_h.res.608,110,hres,hres608,china|chinese|prc|people's republic of china|beijing,simple_res
110_h.res.610,110,hres,hres610,china|chinese|beijing,simple_res
110_h.res.628,110,hres,hres628,china|prc|people's republic of china|beijing,simple_res
110_h.res.705,110,hres,hres705,china|chinese|chinese communist party|ccp,simple_res
110_h.res.730,110,hres,hres730,china,simple_res
110_h.res.754,110,hres,hres754,china,simple_res
110_h.res.821,110,hres,hres821,china|chinese,simple_res
110_h.res.925,110,hres,hres925,china|prc|people's republic of china,simple_res
110_h.res.1075,110,hres,hres1075,china|chinese,simple_res
110_h.res.1077,110,hres,hres1077,china|chinese|prc|people's republic of china,simple_res
110_h.res.1093,110,hres,hres1093,china|beijing,simple_res
110_h.res.1179,110,hres,hres1179,china|people's republic of china,simple_res
110_h.res.1195,110,hres,hres1195,china|chinese|prc|people's republic of china,simple_res
110_h.res.1334,110,hres,hres1334,china|chinese,simple_res
110_h.res.1347,110,hres,hres1347,china|chinese|people's republic of china,simple_res
110_h.res.1370,110,hres,hres1370,china|chinese|people's republic of china|beijing,simple_res
110_h.res.1414,110,hres,hres1414,china|beijing,simple_res
110_h.res.1418,110,hres,hres1418,beijing,simple_res
110_h.res.1428,110,hres,hres1428,china|beijing,simple_res
110_h.res.1459,110,hres,hres1459,china|beijing,simple_res
110_h.res.1462,110,hres,hres1462,china,simple_res
110_h.res.1468,110,hres,hres1468,china,simple_res
110_s.193,110,s,s193,china,bill
110_s.364,110,s,s364,china|chinese,bill
110_s.445,110,s,s445,china,bill
110_s.571,110,s,s571,china|prc|people's republic of china,bill
110_s.796,110,s,s796,china|people's republic of china,bill
110_s.965,110,s,s965,china,bill
110_s.1007,110,s,s1007,china,bill
110_s.1677,110,s,s1677,china,bill
110_s.1919,110,s,s1919,china|chinese,bill
110_s.2317,110,s,s2317,china,bill
110_s.2323,110,s,s2323,china,bill
110_s.2813,110,s,s2813,china|prc|people's republic of china,bill
110_s.3071,110,s,s3071,china,bill
110_s.3288,110,s,s3288,china|people's republic of china,bill
110_s.3723,110,s,s3723,china|people's republic of china,bill
110_s.con.res.19,110,sconres,sconres19,china,concurrent_res
110_s.con.res.78,110,sconres,sconres78,china|people's republic of china,concurrent_res
110_s.res.255,110,sres,sres255,china|prc|people's republic of china,simple_res
110_s.res.457,110,sres,sres457,chinese,simple_res
110_s.res.574,110,sres,sres574,china|prc|people's republic of china,simple_res
110_s.res.633,110,sres,sres633,china|chinese|people's republic of china|beijing,simple_res
110_s.res.643,110,sres,sres643,china|prc|people's republic of china,simple_res
110_s.res.700,110,sres,sres700,china|beijing,simple_res
111_h.amdt.119,111,hamdt,hamdt119,chinese,amendment
111_h.amdt.388,111,hamdt,hamdt388,china,amendment
111_h.amdt.492,111,hamdt,hamdt492,china,amendment
111_h.amdt.690,111,hamdt,hamdt690,chinese,amendment
111_h.con.res.18,111,hconres,hconres18,china,concurrent_res
111_h.con.res.72,111,hconres,hconres72,china|prc|people's republic of china,concurrent_res
111_h.con.res.151,111,hconres,hconres151,china,concurrent_res
111_h.con.res.159,111,hconres,hconres159,china,concurrent_res
111_h.con.res.200,111,hconres,hconres200,china|prc|people's republic of china,concurrent_res
111_h.con.res.217,111,hconres,hconres217,china|prc|people's republic of china,concurrent_res
111_h.r.471,111,hr,hr471,china|chinese|prc|people's republic of china,bill
111_h.r.496,111,hr,hr496,china|chinese,bill
111_h.r.499,111,hr,hr499,china|prc|people's republic of china,bill
111_h.r.1728,111,hr,hr1728,china,bill
111_h.r.1977,111,hr,hr1977,china,bill
111_h.r.2310,111,hr,hr2310,china|chinese|prc|people's republic of china,bill
111_h.r.2311,111,hr,hr2311,china|chinese|prc|people's republic of china,bill
111_h.r.2312,111,hr,hr2312,china|chinese,bill
111_h.r.2313,111,hr,hr2313,china|chinese,bill
111_h.r.2330,111,hr,hr2330,chinese,bill
111_h.r.2410,111,hr,hr2410,china|prc|people's republic of china|beijing,bill
111_h.r.2454,111,hr,hr2454,china,bill
111_h.r.2475,111,hr,hr2475,china|prc|people's republic of china|beijing,bill
111_h.r.3293,111,hr,hr3293,china,bill
111_h.r.3532,111,hr,hr3532,china|chinese|prc|people's republic of china,bill
111_h.r.3743,111,hr,hr3743,china,bill
111_h.r.3840,111,hr,hr3840,china|prc|people's republic of china,bill
111_h.r.3854,111,hr,hr3854,china,bill
111_h.r.4094,111,hr,hr4094,china,bill
111_h.r.4678,111,hr,hr4678,chinese,bill
111_h.r.4866,111,hr,hr4866,china|people's republic of china,bill
111_h.r.4881,111,hr,hr4881,china,bill
111_h.r.4986,111,hr,hr4986,china,bill
111_h.r.5136,111,hr,hr5136,china,bill
111_h.r.5312,111,hr,hr5312,china|chinese,bill
111_h.r.5319,111,hr,hr5319,china|people's republic of china,bill
111_h.r.5524,111,hr,hr5524,china|people's republic of china,bill
111_h.r.6071,111,hr,hr6071,china|prc|people's republic of china,bill
111_h.r.6557,111,hr,hr6557,china,bill
111_h.res.44,111,hres,hres44,china|prc|people's republic of china,simple_res
111_h.res.156,111,hres,hres156,china|chinese|chinese communist party|ccp,simple_res
111_h.res.226,111,hres,hres226,china|prc|people's republic of china,simple_res
111_h.res.489,111,hres,hres489,china|prc|people's republic of china|beijing,simple_res
111_h.res.509,111,hres,hres509,china|shanghai,simple_res
111_h.res.590,111,hres,hres590,china|chinese,simple_res
111_h.res.604,111,hres,hres604,china,simple_res
111_h.res.605,111,hres,hres605,china|chinese|prc|people's republic of china|chinese communist party,simple_res
111_h.res.624,111,hres,hres624,china|chinese|prc|people's republic of china,simple_res
111_h.res.733,111,hres,hres733,china,simple_res
111_h.res.774,111,hres,hres774,china|chinese,simple_res
111_h.res.784,111,hres,hres784,china,simple_res
111_h.res.877,111,hres,hres877,china|chinese|prc|people's republic of china,simple_res
111_h.res.887,111,hres,hres887,chinese,simple_res
111_h.res.953,111,hres,hres953,china|chinese|prc|people's republic of china|beijing,simple_res
111_h.res.1013,111,hres,hres1013,china,simple_res
111_h.res.1266,111,hres,hres1266,china,simple_res
111_h.res.1324,111,hres,hres1324,china|chinese|prc,simple_res
111_h.res.1650,111,hres,hres1650,china|prc|people's republic of china,simple_res
111_h.res.1717,111,hres,hres1717,china|chinese,simple_res
111_h.res.1735,111,hres,hres1735,china,simple_res
111_h.res.1738,111,hres,hres1738,china,simple_res
111_s.724,111,s,s724,china,bill
111_s.739,111,s,s739,china,bill
111_s.1134,111,s,s1134,china,bill
111_s.1182,111,s,s1182,china|chinese|prc|people's republic of china,bill
111_s.1191,111,s,s1191,china|people's republic of china,bill
111_s.1390,111,s,s1390,china,bill
111_s.1391,111,s,s1391,china,bill
111_s.1406,111,s,s1406,china,bill
111_s.1434,111,s,s1434,china|prc|people's republic of china|pla|people's liberation army,bill
111_s.1462,111,s,s1462,china,bill
111_s.1616,111,s,s1616,china|chinese|prc|people's republic of china,bill
111_s.2133,111,s,s2133,china,bill
111_s.2134,111,s,s2134,china,bill
111_s.2731,111,s,s2731,china,bill
111_s.2850,111,s,s2850,china|chinese|people's republic of china,bill
111_s.2944,111,s,s2944,china,bill
111_s.3077,111,s,s3077,china,bill
111_s.3156,111,s,s3156,china,bill
111_s.3240,111,s,s3240,china|people's republic of china,bill
111_s.3454,111,s,s3454,china|people's republic of china,bill
111_s.3455,111,s,s3455,china|people's republic of china,bill
111_s.3505,111,s,s3505,china|chinese|people's republic of china,bill
111_s.3676,111,s,s3676,china|prc|people's republic of china|pla|people's liberation army,bill
111_s.3699,111,s,s3699,china,bill
111_s.3704,111,s,s3704,china,bill
111_s.res.24,111,sres,sres24,china,simple_res
111_s.res.76,111,sres,sres76,china|prc|people's republic of china,simple_res
111_s.res.77,111,sres,sres77,china|prc|people's republic of china,simple_res
111_s.res.91,111,sres,sres91,china|chinese,simple_res
111_s.res.155,111,sres,sres155,china|prc|people's republic of china,simple_res
111_s.res.217,111,sres,sres217,china,simple_res
111_s.res.280,111,sres,sres280,china,simple_res
111_s.res.532,111,sres,sres532,china|shanghai,simple_res
111_s.res.544,111,sres,sres544,china,simple_res
112_h.amdt.331,112,hamdt,hamdt331,china,amendment
112_h.amdt.388,112,hamdt,hamdt388,pla,amendment
112_h.amdt.411,112,hamdt,hamdt411,pla,amendment
112_h.amdt.675,112,hamdt,hamdt675,china,amendment
112_h.amdt.684,112,hamdt,hamdt684,china,amendment
112_h.amdt.725,112,hamdt,hamdt725,china,amendment
112_h.amdt.1037,112,hamdt,hamdt1037,china|chinese,amendment
112_h.amdt.1106,112,hamdt,hamdt1106,pla,amendment
112_h.amdt.1209,112,hamdt,hamdt1209,china,amendment
112_h.amdt.1213,112,hamdt,hamdt1213,china,amendment
112_h.con.res.39,112,hconres,hconres39,china|prc|people's republic of china,concurrent_res
112_h.con.res.97,112,hconres,hconres97,china,concurrent_res
112_h.con.res.109,112,hconres,hconres109,china|people's republic of china,concurrent_res
112_h.con.res.122,112,hconres,hconres122,china,concurrent_res
112_h.con.res.124,112,hconres,hconres124,china,concurrent_res
112_h.con.res.145,112,hconres,hconres145,china|chinese,concurrent_res
112_h.r.375,112,hr,hr375,china|chinese,bill
112_h.r.1464,112,hr,hr1464,china,bill
112_h.r.1473,112,hr,hr1473,china|chinese|prc,bill
112_h.r.1540,112,hr,hr1540,china|chinese,bill
112_h.r.1727,112,hr,hr1727,china|prc|people's republic of china,bill
112_h.r.2055,112,hr,hr2055,china|prc|people's republic of china|pla|people's liberation army,bill
112_h.r.2112,112,hr,hr2112,china|chinese,bill
112_h.r.2121,112,hr,hr2121,china|prc|people's republic of china,bill
112_h.r.2122,112,hr,hr2122,china,bill
112_h.r.2161,112,hr,hr2161,chinese|prc,bill
112_h.r.2166,112,hr,hr2166,china|people's republic of china,bill
112_h.r.2271,112,hr,hr2271,china|chinese|people's republic of china,bill
112_h.r.2309,112,hr,hr2309,prc,bill
112_h.r.2583,112,hr,hr2583,china|chinese|beijing,bill
112_h.r.2596,112,hr,hr2596,china|chinese,bill
112_h.r.2899,112,hr,hr2899,china|chinese|people's republic of china,bill
112_h.r.2909,112,hr,hr2909,china|prc|people's republic of china,bill
112_h.r.2918,112,hr,hr2918,china,bill
112_h.r.2992,112,hr,hr2992,china,bill
112_h.r.3012,112,hr,hr3012,chinese|prc,bill
112_h.r.3039,112,hr,hr3039,china,bill
112_h.r.3119,112,hr,hr3119,chinese|prc,bill
112_h.r.3146,112,hr,hr3146,chinese|prc,bill
112_h.r.3288,112,hr,hr3288,china|prc,bill
112_h.r.3341,112,hr,hr3341,china|prc,bill
112_h.r.3375,112,hr,hr3375,china|people's republic of china,bill
112_h.r.3476,112,hr,hr3476,china|chinese|people's republic of china,bill
112_h.r.3487,112,hr,hr3487,china,bill
112_h.r.3646,112,hr,hr3646,china|chinese,bill
112_h.r.3813,112,hr,hr3813,prc,bill
112_h.r.4071,112,hr,hr4071,china,bill
112_h.r.4169,112,hr,hr4169,china,bill
112_h.r.4178,112,hr,hr4178,china,bill
112_h.r.4212,112,hr,hr4212,china,bill
112_h.r.4240,112,hr,hr4240,china,bill
112_h.r.4310,112,hr,hr4310,china|chinese,bill
112_h.r.4335,112,hr,hr4335,prc,bill
112_h.r.5290,112,hr,hr5290,china,bill
112_h.r.5291,112,hr,hr5291,china,bill
112_h.r.5326,112,hr,hr5326,china|chinese,bill
112_h.r.5652,112,hr,hr5652,prc,bill
112_h.r.5741,112,hr,hr5741,china,bill
112_h.r.5857,112,hr,hr5857,china|people's republic of china,bill
112_h.r.5893,112,hr,hr5893,china|chinese|people's republic of china,bill
112_h.r.5902,112,hr,hr5902,china,bill
112_h.r.6018,112,hr,hr6018,china,bill
112_h.r.6040,112,hr,hr6040,china,bill
112_h.r.6303,112,hr,hr6303,china,bill
112_h.r.6313,112,hr,hr6313,china,bill
112_h.r.6648,112,hr,hr6648,prc,bill
112_h.r.6684,112,hr,hr6684,prc,bill
112_h.r.6688,112,hr,hr6688,prc,bill
112_h.res.106,112,hres,hres106,china,simple_res
112_h.res.282,112,hres,hres282,china|chinese,simple_res
112_h.res.338,112,hres,hres338,china|chinese,simple_res
112_h.res.352,112,hres,hres352,china,simple_res
112_h.res.356,112,hres,hres356,china|people's republic of china,simple_res
112_h.res.416,112,hres,hres416,china|chinese|chinese communist party,simple_res
112_h.res.576,112,hres,hres576,china|people's republic of china,simple_res
112_h.res.609,112,hres,hres609,china,simple_res
112_h.res.616,112,hres,hres616,china|chinese|people's republic of china,simple_res
112_h.res.654,112,hres,hres654,chinese,simple_res
112_h.res.683,112,hres,hres683,china|chinese,simple_res
112_h.res.698,112,hres,hres698,chinese,simple_res
112_h.res.802,112,hres,hres802,china|chinese,simple_res
112_s.15,112,s,s15,china,bill
112_s.416,112,s,s416,china,bill
112_s.537,112,s,s537,china,bill
112_s.1028,112,s,s1028,china|people's republic of china,bill
112_s.1130,112,s,s1130,china|chinese,bill
112_s.1267,112,s,s1267,china|chinese|prc|people's republic of china,bill
112_s.1556,112,s,s1556,china,bill
112_s.1601,112,s,s1601,china|people's republic of china|people's liberation army,bill
112_s.1653,112,s,s1653,china,bill
112_s.1746,112,s,s1746,china|prc,bill
112_s.1857,112,s,s1857,chinese,bill
112_s.1866,112,s,s1866,china|chinese|people's republic of china,bill
112_s.1983,112,s,s1983,chinese|prc,bill
112_s.2014,112,s,s2014,prc,bill
112_s.2233,112,s,s2233,china,bill
112_s.3199,112,s,s3199,china,bill
112_s.3211,112,s,s3211,china|prc|people's republic of china,bill
112_s.3217,112,s,s3217,china|chinese|people's republic of china,bill
112_s.3241,112,s,s3241,china|people's republic of china|people's liberation army,bill
112_s.3254,112,s,s3254,china|chinese,bill
112_s.3449,112,s,s3449,china|chinese|people's republic of china,bill
112_s.amdt.634,112,samdt,samdt634,china,amendment
112_s.con.res.12,112,sconres,sconres12,china,concurrent_res
112_s.res.139,112,sres,sres139,china,simple_res
112_s.res.201,112,sres,sres201,china|chinese,simple_res
112_s.res.227,112,sres,sres227,china,simple_res
112_s.res.232,112,sres,sres232,china|chinese|chinese communist party,simple_res
112_s.res.379,112,sres,sres379,china,simple_res
112_s.res.554,112,sres,sres554,china|people's republic of china,simple_res
113_h.amdt.397,113,hamdt,hamdt397,china,amendment
113_h.amdt.940,113,hamdt,hamdt940,china|people's republic of china,amendment
113_h.amdt.941,113,hamdt,hamdt941,china|people's republic of china,amendment
113_h.amdt.1037,113,hamdt,hamdt1037,china,amendment
113_h.con.res.29,113,hconres,hconres29,china,concurrent_res
113_h.r.15,113,hr,hr15,china|prc,bill
